0.034831,0.042275,0.040382,0.022981,0.024047,0.000701,0.000714,0.155133,0.152604,0.066642,0.062543,0.005403,0.007074,0.025328,0.023670,0.039185,0.038200,0.085991,0.084854,0.015333,0.023879,0.022663,0.044802,0.037502,0.020723,0.011434,0.007920,0.003204,0.011757,0.033550,0.004221,0.004330,0.013070,0.022346,0.042184,0.061649,0.025881,0.020449,0.014215,0.018757,0.020345,0.011712,0.011377,0.015541,0.013521,0.027472,0.022671,0.022389,0.021870,0.044782,0.041599,0.000000
0.031621,0.040531,0.039713,0.022580,0.023285,0.000767,0.000784,0.152168,0.149442,0.067392,0.061296,0.003837,0.006967,0.020967,0.020254,0.038214,0.037938,0.087037,0.085415,0.014139,0.021903,0.020978,0.041008,0.034864,0.012645,0.010073,0.006756,0.003497,0.000996,0.028102,0.004067,0.004437,0.012249,0.019950,0.039077,0.058236,0.021057,0.021014,0.014910,0.018763,0.020033,0.010469,0.009959,0.011757,0.009963,0.014770,0.009045,0.020463,0.019941,0.036922,0.035465,0.000000
0.030153,0.038078,0.038134,0.023399,0.023743,0.000761,0.000775,0.151013,0.148529,0.069469,0.060079,0.003222,0.007629,0.019551,0.019576,0.036929,0.037000,0.088684,0.086676,0.013334,0.020757,0.020016,0.038618,0.033658,0.006737,0.008161,0.005525,0.003638,0.000000,0.024573,0.004160,0.004148,0.011071,0.018956,0.037626,0.058102,0.017712,0.020178,0.013843,0.019201,0.020275,0.009149,0.008623,0.009726,0.008298,0.008880,0.004659,0.019214,0.018612,0.032802,0.032436,0.000000
0.030022,0.036523,0.036892,0.023610,0.023792,0.000791,0.000802,0.149065,0.147371,0.070234,0.059339,0.002927,0.008124,0.016489,0.016659,0.036197,0.036516,0.091924,0.089932,0.013342,0.020452,0.019673,0.037667,0.033469,0.005223,0.007543,0.005235,0.003583,0.000000,0.027028,0.004348,0.003801,0.010906,0.018605,0.037917,0.059232,0.016827,0.019026,0.012069,0.019640,0.020564,0.008461,0.007978,0.008789,0.008087,0.007339,0.006012,0.018867,0.018414,0.031761,0.032119,0.000000
0.029826,0.035679,0.036137,0.023629,0.023856,0.000846,0.000852,0.146900,0.145749,0.070937,0.058026,0.002556,0.008476,0.013899,0.013392,0.035459,0.035998,0.094389,0.092659,0.013618,0.019997,0.018949,0.036573,0.032514,0.006191,0.007331,0.004914,0.003571,0.000000,0.029806,0.004537,0.003611,0.010777,0.017955,0.038199,0.059620,0.016422,0.017232,0.010444,0.020395,0.021160,0.007844,0.007409,0.007284,0.007583,0.006058,0.006421,0.018689,0.018529,0.031052,0.031261,0.000000
0.029836,0.034983,0.035513,0.023609,0.023828,0.000866,0.000868,0.146458,0.145741,0.071137,0.057225,0.002074,0.008568,0.013720,0.012624,0.034610,0.035302,0.094829,0.093500,0.013738,0.019598,0.018316,0.035598,0.031851,0.008548,0.007174,0.004528,0.003551,0.001454,0.031326,0.004676,0.003536,0.010669,0.017554,0.038107,0.059071,0.016624,0.016261,0.010341,0.020815,0.021566,0.007259,0.006969,0.006509,0.007416,0.006680,0.007984,0.018658,0.018738,0.030721,0.030319,0.000000
0.029562,0.034326,0.035121,0.023726,0.023906,0.000871,0.000870,0.145861,0.145483,0.070894,0.057147,0.001793,0.008525,0.013373,0.012155,0.034307,0.035048,0.095568,0.094854,0.013637,0.019283,0.017881,0.034574,0.031199,0.009669,0.007081,0.004286,0.003534,0.002273,0.031832,0.004750,0.003448,0.010565,0.017136,0.037983,0.058445,0.016612,0.015631,0.010194,0.020951,0.021801,0.006864,0.006662,0.006011,0.007409,0.007340,0.008434,0.018553,0.018731,0.030272,0.029308,0.000000
0.029337,0.033404,0.034524,0.023944,0.023955,0.000869,0.000865,0.145484,0.145429,0.070255,0.057830,0.001900,0.008445,0.012666,0.011720,0.034382,0.035075,0.096226,0.095998,0.013490,0.019124,0.017613,0.034111,0.031080,0.009646,0.006826,0.004267,0.003488,0.002986,0.031896,0.004838,0.003261,0.010471,0.016830,0.037982,0.057917,0.016748,0.016013,0.010907,0.020742,0.021735,0.006543,0.006426,0.006131,0.007699,0.008394,0.009452,0.018511,0.018731,0.030018,0.028848,0.000000
0.028953,0.032657,0.034017,0.023969,0.023749,0.000871,0.000865,0.145317,0.145750,0.069357,0.058503,0.002040,0.008349,0.012030,0.011350,0.034409,0.035070,0.096280,0.096294,0.013121,0.019013,0.017417,0.033809,0.031150,0.009490,0.006475,0.004324,0.003440,0.002908,0.031666,0.004885,0.003008,0.010501,0.016556,0.038023,0.057305,0.017101,0.017361,0.012304,0.020269,0.021273,0.006428,0.006373,0.006563,0.008041,0.009339,0.010390,0.018469,0.018641,0.029745,0.028510,0.000000
0.028914,0.031949,0.033513,0.024053,0.023627,0.000868,0.000862,0.144957,0.146115,0.069080,0.058466,0.002083,0.008472,0.011757,0.010973,0.034234,0.034944,0.096966,0.097054,0.012683,0.018984,0.017322,0.033791,0.031395,0.009997,0.006109,0.004452,0.003386,0.002911,0.032058,0.004937,0.002744,0.010452,0.016214,0.038192,0.056908,0.017803,0.018016,0.012694,0.020122,0.021031,0.006403,0.006341,0.006908,0.008333,0.010025,0.011419,0.018394,0.018443,0.029767,0.028416,0.000000
